compound	entity_id	dti_edges	n_roles	roles
Compound::CHEBI_82842	CHEBI_82842	1	0	
Compound::CHEBI_143526	CHEBI_143526	1	0	
Compound::CHEBI_137207	CHEBI_137207	1	0	
Compound::CHEBI_145344	CHEBI_145344	1	0	
Compound::CHEBI_83148	CHEBI_83148	1	0	
Compound::CHEBI_137542	CHEBI_137542	1	0	
Compound::CHEBI_85284	CHEBI_85284	1	0	
Compound::CHEBI_77827	CHEBI_77827	1	0	
Compound::CHEBI_142747	CHEBI_142747	1	0	
Compound::CHEBI_139183	CHEBI_139183	1	0	
Compound::CHEBI_85137	CHEBI_85137	1	0	
Compound::CHEBI_140083	CHEBI_140083	1	0	
Compound::CHEBI_133133	CHEBI_133133	1	0	
Compound::CHEBI_145926	CHEBI_145926	1	0	
Compound::CHEBI_74254	CHEBI_74254	1	0	
Compound::CHEBI_157643	CHEBI_157643	1	0	
Compound::CHEBI_75137	CHEBI_75137	1	0	
Compound::CHEBI_139164	CHEBI_139164	1	0	
Compound::CHEBI_133379	CHEBI_133379	1	0	
Compound::CHEBI_78368	CHEBI_78368	1	0	
Compound::CHEBI_78487	CHEBI_78487	1	0	
Compound::CHEBI_83957	CHEBI_83957	1	0	
Compound::CHEBI_149659	CHEBI_149659	1	0	
Compound::CHEBI_85090	CHEBI_85090	1	0	
Compound::CHEBI_145420	CHEBI_145420	1	0	
Compound::CHEBI_78261	CHEBI_78261	1	0	
Compound::CHEBI_131943	CHEBI_131943	1	0	
Compound::CHEBI_87362	CHEBI_87362	1	1	metabolite
Compound::CHEBI_83422	CHEBI_83422	1	0	
Compound::CHEBI_143658	CHEBI_143658	1	1	antineoplastic agent
Compound::CHEBI_90820	CHEBI_90820	1	3	algal metabolite; anti-inflammatory agent; human xenobiotic metabolite
Compound::CHEBI_90769	CHEBI_90769	1	0	
Compound::CHEBI_75123	CHEBI_75123	1	0	
Compound::CHEBI_152050	CHEBI_152050	1	0	
Compound::CHEBI_78263	CHEBI_78263	1	0	
Compound::CHEBI_74071	CHEBI_74071	1	0	
Compound::CHEBI_89484	CHEBI_89484	1	4	biomarker; human urinary metabolite; human xenobiotic metabolite; rat metabolite
Compound::CHEBI_11047	CHEBI_11047	1	0	
Compound::CHEBI_58293	CHEBI_58293	1	0	
Compound::CHEBI_74068	CHEBI_74068	1	0	
Compound::CHEBI_78109	CHEBI_78109	1	0	
Compound::CHEBI_133361	CHEBI_133361	1	0	
Compound::CHEBI_138003	CHEBI_138003	1	0	
Compound::CHEBI_61973	CHEBI_61973	1	0	
Compound::CHEBI_134035	CHEBI_134035	1	0	
Compound::CHEBI_26432	CHEBI_26432	1	0	
Compound::CHEBI_17126	CHEBI_17126	1	2	human metabolite; mouse metabolite
Compound::CHEBI_138212	CHEBI_138212	1	0	
Compound::CHEBI_85204	CHEBI_85204	1	0	
Compound::CHEBI_50518	CHEBI_50518	1	0	
Compound::CHEBI_62614	CHEBI_62614	1	0	
Compound::CHEBI_139271	CHEBI_139271	1	3	human metabolite; mammalian metabolite; probe
Compound::CHEBI_78022	CHEBI_78022	1	0	
Compound::CHEBI_78470	CHEBI_78470	1	0	
Compound::CHEBI_90156	CHEBI_90156	1	0	
Compound::CHEBI_85286	CHEBI_85286	1	0	
Compound::CHEBI_90619	CHEBI_90619	1	0	
Compound::CHEBI_16692	CHEBI_16692	1	0	
Compound::CHEBI_57917	CHEBI_57917	1	1	human xenobiotic metabolite
Compound::CHEBI_133402	CHEBI_133402	1	0	
Compound::CHEBI_84183	CHEBI_84183	1	0	
Compound::CHEBI_85375	CHEBI_85375	1	0	
Compound::CHEBI_17437	CHEBI_17437	1	5	EC 3.5.1.4 (amidase) inhibitor; Escherichia coli metabolite; algal metabolite; bacterial xenobiotic metabolite; marine metabolite
Compound::CHEBI_90118	CHEBI_90118	1	0	
Compound::CHEBI_75990	CHEBI_75990	1	0	
Compound::CHEBI_58698	CHEBI_58698	1	0	
Compound::CHEBI_75849	CHEBI_75849	1	0	
Compound::CHEBI_141571	CHEBI_141571	1	0	
Compound::CHEBI_78209	CHEBI_78209	1	1	mammalian metabolite
Compound::CHEBI_138148	CHEBI_138148	1	0	
Compound::CHEBI_167179	CHEBI_167179	1	0	
Compound::CHEBI_83244	CHEBI_83244	1	0	
Compound::CHEBI_138079	CHEBI_138079	1	0	
Compound::CHEBI_137041	CHEBI_137041	1	2	antimalarial; muscle relaxant
Compound::CHEBI_88139	CHEBI_88139	1	0	
Compound::CHEBI_73873	CHEBI_73873	1	2	human metabolite; mouse metabolite
Compound::CHEBI_18093	CHEBI_18093	1	0	
Compound::CHEBI_17606	CHEBI_17606	1	1	nutrient
Compound::CHEBI_17184	CHEBI_17184	1	0	
Compound::CHEBI_90790	CHEBI_90790	1	1	human xenobiotic metabolite
Compound::CHEBI_142795	CHEBI_142795	1	0	
Compound::CHEBI_150011	CHEBI_150011	1	0	
Compound::CHEBI_90814	CHEBI_90814	1	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_85072	CHEBI_85072	1	0	
Compound::CHEBI_90822	CHEBI_90822	1	1	human xenobiotic metabolite
Compound::CHEBI_85787	CHEBI_85787	1	0	
Compound::CHEBI_134031	CHEBI_134031	1	0	
Compound::CHEBI_74670	CHEBI_74670	1	1	mouse metabolite
Compound::CHEBI_137731	CHEBI_137731	1	0	
Compound::CHEBI_75529	CHEBI_75529	1	0	
Compound::CHEBI_85779	CHEBI_85779	1	1	human xenobiotic metabolite
Compound::CHEBI_137411	CHEBI_137411	1	0	
Compound::CHEBI_78099	CHEBI_78099	1	0	
Compound::CHEBI_133346	CHEBI_133346	1	0	
Compound::CHEBI_83436	CHEBI_83436	1	0	
Compound::CHEBI_17274	CHEBI_17274	1	0	
Compound::CHEBI_44120	CHEBI_44120	1	0	
Compound::CHEBI_60015	CHEBI_60015	1	0	
Compound::CHEBI_136439	CHEBI_136439	1	0	
Compound::CHEBI_90515	CHEBI_90515	1	0	
Compound::CHEBI_57694	CHEBI_57694	1	0	
Compound::CHEBI_133900	CHEBI_133900	1	0	
Compound::CHEBI_65211	CHEBI_65211	1	1	LRH-1 agonist
Compound::CHEBI_35746	CHEBI_35746	1	0	
Compound::CHEBI_77888	CHEBI_77888	1	0	
Compound::CHEBI_34584	CHEBI_34584	1	0	
Compound::CHEBI_85198	CHEBI_85198	1	0	
Compound::CHEBI_42027	CHEBI_42027	1	0	
Compound::CHEBI_83343	CHEBI_83343	1	0	
Compound::CHEBI_58287	CHEBI_58287	1	0	
Compound::CHEBI_139150	CHEBI_139150	1	0	
Compound::CHEBI_60056	CHEBI_60056	1	1	human metabolite
Compound::CHEBI_83583	CHEBI_83583	1	0	
Compound::CHEBI_138256	CHEBI_138256	1	0	
Compound::CHEBI_137001	CHEBI_137001	1	0	
Compound::CHEBI_71465	CHEBI_71465	1	1	anti-inflammatory agent
Compound::CHEBI_57647	CHEBI_57647	1	0	
Compound::CHEBI_133360	CHEBI_133360	1	0	
Compound::CHEBI_90342	CHEBI_90342	1	0	
Compound::CHEBI_139161	CHEBI_139161	1	0	
Compound::CHEBI_80651	CHEBI_80651	1	0	
Compound::CHEBI_90697	CHEBI_90697	1	0	
Compound::CHEBI_157648	CHEBI_157648	1	0	
Compound::CHEBI_43903	CHEBI_43903	1	0	
Compound::CHEBI_75447	CHEBI_75447	1	0	
Compound::CHEBI_34726	CHEBI_34726	1	1	metabolite
Compound::CHEBI_90335	CHEBI_90335	1	0	
Compound::CHEBI_75173	CHEBI_75173	1	0	
Compound::CHEBI_145034	CHEBI_145034	1	0	
Compound::CHEBI_28047	CHEBI_28047	1	2	human metabolite; mouse metabolite
Compound::CHEBI_77302	CHEBI_77302	1	0	
Compound::CHEBI_146286	CHEBI_146286	1	0	
Compound::CHEBI_35489	CHEBI_35489	1	0	
Compound::CHEBI_137934	CHEBI_137934	1	0	
Compound::CHEBI_58311	CHEBI_58311	1	0	
Compound::CHEBI_58538	CHEBI_58538	1	0	
Compound::CHEBI_61555	CHEBI_61555	1	0	
Compound::CHEBI_75627	CHEBI_75627	1	0	
Compound::CHEBI_58528	CHEBI_58528	1	1	human metabolite
Compound::CHEBI_90384	CHEBI_90384	1	0	
Compound::CHEBI_90774	CHEBI_90774	1	0	
Compound::CHEBI_136636	CHEBI_136636	1	0	
Compound::CHEBI_145783	CHEBI_145783	1	0	
Compound::CHEBI_136973	CHEBI_136973	1	0	
Compound::CHEBI_138217	CHEBI_138217	1	0	
Compound::CHEBI_28965	CHEBI_28965	1	0	
Compound::CHEBI_149699	CHEBI_149699	1	0	
Compound::CHEBI_137412	CHEBI_137412	1	0	
Compound::CHEBI_52570	CHEBI_52570	1	0	
Compound::CHEBI_83795	CHEBI_83795	1	0	
Compound::CHEBI_140494	CHEBI_140494	1	0	
Compound::CHEBI_72019	CHEBI_72019	1	0	
Compound::CHEBI_62243	CHEBI_62243	1	0	
Compound::CHEBI_137983	CHEBI_137983	1	0	
Compound::CHEBI_34172	CHEBI_34172	1	1	androgen
Compound::CHEBI_58497	CHEBI_58497	1	0	
Compound::CHEBI_72840	CHEBI_72840	1	0	
Compound::CHEBI_18202	CHEBI_18202	1	2	fungal metabolite; human metabolite
Compound::CHEBI_75065	CHEBI_75065	1	0	
Compound::CHEBI_90821	CHEBI_90821	1	1	human xenobiotic metabolite
Compound::CHEBI_146283	CHEBI_146283	1	0	
Compound::CHEBI_145815	CHEBI_145815	1	0	
Compound::CHEBI_17594	CHEBI_17594	1	7	Escherichia coli metabolite; antioxidant; carcinogenic agent; cofactor; human xenobiotic metabolite; mouse metabolite; skin lightening agent
Compound::CHEBI_72834	CHEBI_72834	1	0	
Compound::CHEBI_133386	CHEBI_133386	1	0	
Compound::CHEBI_146282	CHEBI_146282	1	0	
Compound::CHEBI_90383	CHEBI_90383	1	0	
Compound::CHEBI_74286	CHEBI_74286	1	0	
Compound::CHEBI_86389	CHEBI_86389	1	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_77301	CHEBI_77301	1	0	
Compound::CHEBI_147350	CHEBI_147350	1	1	human metabolite
Compound::CHEBI_86381	CHEBI_86381	1	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_84822	CHEBI_84822	1	1	mouse metabolite
Compound::CHEBI_70974	CHEBI_70974	1	0	
Compound::CHEBI_75993	CHEBI_75993	1	0	
Compound::CHEBI_17522	CHEBI_17522	1	0	
Compound::CHEBI_131709	CHEBI_131709	1	0	
Compound::CHEBI_90810	CHEBI_90810	1	1	human xenobiotic metabolite
Compound::CHEBI_88768	CHEBI_88768	1	0	
Compound::CHEBI_86121	CHEBI_86121	1	0	
Compound::CHEBI_78034	CHEBI_78034	1	0	
Compound::CHEBI_85899	CHEBI_85899	1	0	
Compound::CHEBI_143594	CHEBI_143594	1	0	
Compound::CHEBI_74977	CHEBI_74977	1	0	
Compound::CHEBI_133356	CHEBI_133356	1	0	
Compound::CHEBI_28838	CHEBI_28838	1	2	food colouring; plant metabolite
Compound::CHEBI_137037	CHEBI_137037	1	1	human urinary metabolite
Compound::CHEBI_90813	CHEBI_90813	1	2	human xenobiotic metabolite; rat metabolite
Compound::CHEBI_28889	CHEBI_28889	1	2	Escherichia coli metabolite; cofactor
Compound::CHEBI_133367	CHEBI_133367	1	0	
Compound::CHEBI_157662	CHEBI_157662	1	0	
Compound::CHEBI_25835	CHEBI_25835	1	0	
Compound::CHEBI_47818	CHEBI_47818	1	0	
Compound::CHEBI_87050	CHEBI_87050	1	1	human metabolite
Compound::CHEBI_58264	CHEBI_58264	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_146196	CHEBI_146196	1	0	
Compound::CHEBI_138718	CHEBI_138718	1	1	human xenobiotic metabolite
Compound::CHEBI_145873	CHEBI_145873	1	0	
Compound::CHEBI_84323	CHEBI_84323	1	1	mouse metabolite
Compound::CHEBI_156530	CHEBI_156530	1	0	
Compound::CHEBI_149700	CHEBI_149700	1	0	
Compound::CHEBI_57447	CHEBI_57447	1	0	
Compound::CHEBI_77724	CHEBI_77724	1	0	
Compound::CHEBI_146168	CHEBI_146168	1	0	
Compound::CHEBI_78529	CHEBI_78529	1	0	
Compound::CHEBI_58896	CHEBI_58896	1	0	
Compound::CHEBI_90340	CHEBI_90340	1	0	
Compound::CHEBI_132127	CHEBI_132127	1	0	
Compound::CHEBI_78108	CHEBI_78108	1	0	
Compound::CHEBI_57314	CHEBI_57314	1	0	
Compound::CHEBI_28257	CHEBI_28257	1	0	
Compound::CHEBI_145544	CHEBI_145544	1	0	
Compound::CHEBI_75927	CHEBI_75927	1	0	
Compound::CHEBI_137461	CHEBI_137461	1	0	
Compound::CHEBI_2290	CHEBI_2290	1	2	human metabolite; mouse metabolite
Compound::CHEBI_141569	CHEBI_141569	1	0	
Compound::CHEBI_156324	CHEBI_156324	1	0	
Compound::CHEBI_85621	CHEBI_85621	1	0	
Compound::CHEBI_78595	CHEBI_78595	1	0	
Compound::CHEBI_61194	CHEBI_61194	1	1	human metabolite
Compound::CHEBI_76596	CHEBI_76596	1	0	
Compound::CHEBI_136419	CHEBI_136419	1	0	
Compound::CHEBI_47777	CHEBI_47777	1	0	
Compound::CHEBI_44337	CHEBI_44337	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_87172	CHEBI_87172	1	0	
Compound::CHEBI_86113	CHEBI_86113	1	1	human xenobiotic metabolite
Compound::CHEBI_84465	CHEBI_84465	1	0	
Compound::CHEBI_1294	CHEBI_1294	1	2	human metabolite; mouse metabolite
Compound::CHEBI_305790	CHEBI_305790	1	0	
Compound::CHEBI_142679	CHEBI_142679	1	0	
Compound::CHEBI_147296	CHEBI_147296	1	0	
Compound::CHEBI_17697	CHEBI_17697	1	4	antioxidant; human metabolite; mouse metabolite; tropomyosin-related kinase B receptor agonist
Compound::CHEBI_156131	CHEBI_156131	1	0	
Compound::CHEBI_131725	CHEBI_131725	1	0	
Compound::CHEBI_138098	CHEBI_138098	1	0	
Compound::CHEBI_84417	CHEBI_84417	1	1	mouse metabolite
Compound::CHEBI_24996	CHEBI_24996	1	2	Escherichia coli metabolite; human metabolite
Compound::CHEBI_146197	CHEBI_146197	1	0	
Compound::CHEBI_141578	CHEBI_141578	1	0	
Compound::CHEBI_78341	CHEBI_78341	1	0	
Compound::CHEBI_137000	CHEBI_137000	1	0	
Compound::CHEBI_142796	CHEBI_142796	1	0	
Compound::CHEBI_58914	CHEBI_58914	1	0	
Compound::CHEBI_145399	CHEBI_145399	1	0	
Compound::CHEBI_32370	CHEBI_32370	1	1	plant metabolite
Compound::CHEBI_29990	CHEBI_29990	1	2	fundamental metabolite; human metabolite
Compound::CHEBI_138112	CHEBI_138112	1	0	
Compound::CHEBI_58467	CHEBI_58467	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_85652	CHEBI_85652	1	0	
Compound::CHEBI_137062	CHEBI_137062	1	1	human metabolite
Compound::CHEBI_137049	CHEBI_137049	1	0	
Compound::CHEBI_147421	CHEBI_147421	1	1	human metabolite
Compound::CHEBI_78264	CHEBI_78264	1	0	
Compound::CHEBI_77000	CHEBI_77000	1	0	
Compound::CHEBI_84067	CHEBI_84067	1	2	bacterial metabolite; plant metabolite
Compound::CHEBI_133455	CHEBI_133455	1	3	alarm pheromone; mutagen; nematicide
Compound::CHEBI_11893	CHEBI_11893	1	0	
Compound::CHEBI_145427	CHEBI_145427	1	0	
Compound::CHEBI_77897	CHEBI_77897	1	0	
Compound::CHEBI_142686	CHEBI_142686	1	0	
Compound::CHEBI_140675	CHEBI_140675	1	0	
Compound::CHEBI_77220	CHEBI_77220	1	0	
Compound::CHEBI_75852	CHEBI_75852	1	0	
Compound::CHEBI_59338	CHEBI_59338	1	1	human metabolite
Compound::CHEBI_85674	CHEBI_85674	1	0	
Compound::CHEBI_82950	CHEBI_82950	1	0	
Compound::CHEBI_83360	CHEBI_83360	1	1	mouse metabolite
Compound::CHEBI_87710	CHEBI_87710	1	0	
Compound::CHEBI_156266	CHEBI_156266	1	0	
Compound::CHEBI_17240	CHEBI_17240	1	3	Saccharomyces cerevisiae metabolite; fungal metabolite; human metabolite
Compound::CHEBI_133618	CHEBI_133618	1	0	
Compound::CHEBI_16070	CHEBI_16070	1	1	human metabolite
Compound::CHEBI_64743	CHEBI_64743	1	0	
Compound::CHEBI_74272	CHEBI_74272	1	0	
Compound::CHEBI_52996	CHEBI_52996	1	0	
Compound::CHEBI_141579	CHEBI_141579	1	0	
Compound::CHEBI_84834	CHEBI_84834	1	1	human metabolite
Compound::CHEBI_86055	CHEBI_86055	1	1	metabolite
Compound::CHEBI_136566	CHEBI_136566	1	0	
Compound::CHEBI_77755	CHEBI_77755	1	0	
Compound::CHEBI_76086	CHEBI_76086	1	0	
Compound::CHEBI_75238	CHEBI_75238	1	0	
Compound::CHEBI_87698	CHEBI_87698	1	0	
Compound::CHEBI_90463	CHEBI_90463	1	0	
Compound::CHEBI_74420	CHEBI_74420	1	0	
Compound::CHEBI_142797	CHEBI_142797	1	0	
Compound::CHEBI_145423	CHEBI_145423	1	0	
Compound::CHEBI_17924	CHEBI_17924	1	9	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; cathartic; food humectant; human metabolite; laxative; metabolite; mouse metabolite; sweetening agent
Compound::CHEBI_156325	CHEBI_156325	1	0	
Compound::CHEBI_57628	CHEBI_57628	1	0	
Compound::CHEBI_90984	CHEBI_90984	1	1	human metabolite
Compound::CHEBI_149731	CHEBI_149731	1	0	
Compound::CHEBI_62555	CHEBI_62555	1	0	
Compound::CHEBI_136758	CHEBI_136758	1	0	
Compound::CHEBI_136649	CHEBI_136649	1	0	
Compound::CHEBI_132012	CHEBI_132012	1	0	
Compound::CHEBI_145345	CHEBI_145345	1	0	
Compound::CHEBI_70819	CHEBI_70819	1	1	bone density conservation agent
Compound::CHEBI_138099	CHEBI_138099	1	0	
Compound::CHEBI_138292	CHEBI_138292	1	0	
Compound::CHEBI_81467	CHEBI_81467	1	4	dopaminergic agent; marine metabolite; nootropic agent; rat metabolite
Compound::CHEBI_138060	CHEBI_138060	1	0	
Compound::CHEBI_28934	CHEBI_28934	1	4	bone density conservation agent; nutraceutical; plant metabolite; rodenticide
Compound::CHEBI_42589	CHEBI_42589	1	0	
Compound::CHEBI_90453	CHEBI_90453	1	0	
Compound::CHEBI_147311	CHEBI_147311	1	0	
Compound::CHEBI_157658	CHEBI_157658	1	0	
Compound::CHEBI_136969	CHEBI_136969	1	0	
Compound::CHEBI_157661	CHEBI_157661	1	0	
Compound::CHEBI_29006	CHEBI_29006	1	0	
Compound::CHEBI_59648	CHEBI_59648	1	0	
Compound::CHEBI_75302	CHEBI_75302	1	0	
Compound::CHEBI_57868	CHEBI_57868	1	0	
Compound::CHEBI_78367	CHEBI_78367	1	0	
Compound::CHEBI_75207	CHEBI_75207	1	0	
Compound::CHEBI_88089	CHEBI_88089	1	0	
Compound::CHEBI_27404	CHEBI_27404	1	1	mouse metabolite
Compound::CHEBI_141572	CHEBI_141572	1	0	
Compound::CHEBI_138636	CHEBI_138636	1	0	
Compound::CHEBI_71261	CHEBI_71261	1	0	
Compound::CHEBI_72836	CHEBI_72836	1	0	
Compound::CHEBI_83344	CHEBI_83344	1	0	
Compound::CHEBI_75304	CHEBI_75304	1	0	
Compound::CHEBI_157656	CHEBI_157656	1	0	
Compound::CHEBI_78607	CHEBI_78607	1	0	
Compound::CHEBI_74229	CHEBI_74229	1	0	
Compound::CHEBI_90874	CHEBI_90874	1	0	
Compound::CHEBI_74312	CHEBI_74312	1	0	
Compound::CHEBI_75996	CHEBI_75996	1	0	
Compound::CHEBI_28279	CHEBI_28279	1	0	
Compound::CHEBI_149734	CHEBI_149734	1	0	
Compound::CHEBI_138317	CHEBI_138317	1	0	
Compound::CHEBI_13172	CHEBI_13172	1	0	
Compound::CHEBI_139573	CHEBI_139573	1	0	
Compound::CHEBI_16367	CHEBI_16367	1	0	
Compound::CHEBI_90360	CHEBI_90360	1	0	
Compound::CHEBI_138004	CHEBI_138004	1	0	
Compound::CHEBI_137830	CHEBI_137830	1	0	
Compound::CHEBI_17179	CHEBI_17179	1	1	human metabolite
Compound::CHEBI_78262	CHEBI_78262	1	0	
Compound::CHEBI_78325	CHEBI_78325	1	1	human metabolite
Compound::CHEBI_58922	CHEBI_58922	1	0	
Compound::CHEBI_156068	CHEBI_156068	1	0	
Compound::CHEBI_132537	CHEBI_132537	1	0	
Compound::CHEBI_138632	CHEBI_138632	1	0	
Compound::CHEBI_16982	CHEBI_16982	1	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_138194	CHEBI_138194	1	1	surfactant
Compound::CHEBI_60342	CHEBI_60342	1	1	cofactor
Compound::CHEBI_76942	CHEBI_76942	1	0	
Compound::CHEBI_62612	CHEBI_62612	1	0	
Compound::CHEBI_134022	CHEBI_134022	1	0	
Compound::CHEBI_77657	CHEBI_77657	1	0	
Compound::CHEBI_53082	CHEBI_53082	1	0	
Compound::CHEBI_137498	CHEBI_137498	1	0	
Compound::CHEBI_16290	CHEBI_16290	1	2	human metabolite; mouse metabolite
Compound::CHEBI_90310	CHEBI_90310	1	0	
Compound::CHEBI_76291	CHEBI_76291	1	0	
Compound::CHEBI_141847	CHEBI_141847	1	0	
Compound::CHEBI_167609	CHEBI_167609	1	0	
Compound::CHEBI_18185	CHEBI_18185	1	3	algal metabolite; food antioxidant; plant metabolite
Compound::CHEBI_146285	CHEBI_146285	1	0	
Compound::CHEBI_132091	CHEBI_132091	1	0	
Compound::CHEBI_142557	CHEBI_142557	1	0	
Compound::CHEBI_132286	CHEBI_132286	1	0	
Compound::CHEBI_48940	CHEBI_48940	1	0	
Compound::CHEBI_144785	CHEBI_144785	1	0	
Compound::CHEBI_140691	CHEBI_140691	1	0	
Compound::CHEBI_77623	CHEBI_77623	1	0	
Compound::CHEBI_16485	CHEBI_16485	1	2	human metabolite; mouse metabolite
Compound::CHEBI_77547	CHEBI_77547	1	0	
Compound::CHEBI_137954	CHEBI_137954	1	0	
Compound::CHEBI_167175	CHEBI_167175	1	0	
Compound::CHEBI_90501	CHEBI_90501	1	0	
Compound::CHEBI_138200	CHEBI_138200	1	0	
Compound::CHEBI_17173	CHEBI_17173	1	2	Escherichia coli metabolite; human metabolite
Compound::CHEBI_86094	CHEBI_86094	1	0	
Compound::CHEBI_9555	CHEBI_9555	1	3	anticoronaviral agent; antimetabolite; antineoplastic agent
Compound::CHEBI_78040	CHEBI_78040	1	0	
Compound::CHEBI_77294	CHEBI_77294	1	0	
Compound::CHEBI_140184	CHEBI_140184	1	2	drug metabolite; marine xenobiotic metabolite
Compound::CHEBI_76315	CHEBI_76315	1	0	
Compound::CHEBI_83582	CHEBI_83582	1	0	
Compound::CHEBI_82984	CHEBI_82984	1	1	human metabolite
Compound::CHEBI_16897	CHEBI_16897	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_74697	CHEBI_74697	1	0	
Compound::CHEBI_76545	CHEBI_76545	1	0	
Compound::CHEBI_76317	CHEBI_76317	1	0	
Compound::CHEBI_137172	CHEBI_137172	1	1	human metabolite
Compound::CHEBI_75160	CHEBI_75160	1	0	
Compound::CHEBI_57938	CHEBI_57938	1	0	
Compound::CHEBI_16985	CHEBI_16985	1	1	mouse metabolite
Compound::CHEBI_58374	CHEBI_58374	1	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_78311	CHEBI_78311	1	0	
Compound::CHEBI_139152	CHEBI_139152	1	0	
Compound::CHEBI_156457	CHEBI_156457	1	0	
Compound::CHEBI_81471	CHEBI_81471	1	5	anti-inflammatory agent; antioxidant; estrogen; human xenobiotic metabolite; rat metabolite
Compound::CHEBI_86982	CHEBI_86982	1	0	
Compound::CHEBI_24757	CHEBI_24757	1	3	EC 2.5.1.18 (glutathione transferase) inhibitor; EC 3.1.1.7 (acetylcholinesterase) inhibitor; human metabolite
Compound::CHEBI_90400	CHEBI_90400	1	0	
Compound::CHEBI_78573	CHEBI_78573	1	0	
Compound::CHEBI_145183	CHEBI_145183	1	0	
Compound::CHEBI_58517	CHEBI_58517	1	0	
Compound::CHEBI_141603	CHEBI_141603	1	0	
Compound::CHEBI_16583	CHEBI_16583	1	2	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite
Compound::CHEBI_90292	CHEBI_90292	1	0	
Compound::CHEBI_145781	CHEBI_145781	1	0	
Compound::CHEBI_63838	CHEBI_63838	1	0	
Compound::CHEBI_31186	CHEBI_31186	1	1	bone density conservation agent
Compound::CHEBI_157657	CHEBI_157657	1	0	
Compound::CHEBI_78552	CHEBI_78552	1	0	
Compound::CHEBI_78265	CHEBI_78265	1	0	
Compound::CHEBI_137328	CHEBI_137328	1	0	
Compound::CHEBI_90359	CHEBI_90359	1	0	
Compound::CHEBI_82953	CHEBI_82953	1	0	
Compound::CHEBI_88137	CHEBI_88137	1	0	
Compound::CHEBI_50681	CHEBI_50681	1	0	
Compound::CHEBI_136588	CHEBI_136588	1	0	
Compound::CHEBI_34862	CHEBI_34862	1	0	
Compound::CHEBI_144582	CHEBI_144582	1	0	
Compound::CHEBI_39785	CHEBI_39785	1	0	
Compound::CHEBI_142610	CHEBI_142610	1	0	
Compound::CHEBI_134185	CHEBI_134185	1	0	
Compound::CHEBI_5672	CHEBI_5672	1	2	mouse metabolite; pheromone
Compound::CHEBI_90265	CHEBI_90265	1	0	
Compound::CHEBI_76087	CHEBI_76087	1	0	
Compound::CHEBI_86983	CHEBI_86983	1	0	
Compound::CHEBI_131990	CHEBI_131990	1	0	
Compound::CHEBI_147416	CHEBI_147416	1	1	human metabolite
Compound::CHEBI_64075	CHEBI_64075	1	0	
Compound::CHEBI_145835	CHEBI_145835	1	0	
Compound::CHEBI_136413	CHEBI_136413	1	0	
Compound::CHEBI_17439	CHEBI_17439	1	0	
Compound::CHEBI_78387	CHEBI_78387	1	0	
Compound::CHEBI_74289	CHEBI_74289	1	0	
Compound::CHEBI_90119	CHEBI_90119	1	0	
Compound::CHEBI_136572	CHEBI_136572	1	0	
Compound::CHEBI_88088	CHEBI_88088	1	0	
Compound::CHEBI_74305	CHEBI_74305	1	0	
Compound::CHEBI_146287	CHEBI_146287	1	0	
Compound::CHEBI_74535	CHEBI_74535	1	1	mouse metabolite
Compound::CHEBI_74315	CHEBI_74315	1	0	
Compound::CHEBI_86013	CHEBI_86013	1	0	
Compound::CHEBI_17536	CHEBI_17536	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_57313	CHEBI_57313	1	0	
Compound::CHEBI_2288	CHEBI_2288	1	2	human metabolite; mouse metabolite
Compound::CHEBI_87435	CHEBI_87435	1	0	
Compound::CHEBI_33722	CHEBI_33722	1	0	
Compound::CHEBI_16291	CHEBI_16291	1	1	human metabolite
Compound::CHEBI_138628	CHEBI_138628	1	0	
Compound::CHEBI_88095	CHEBI_88095	1	0	
Compound::CHEBI_149769	CHEBI_149769	1	0	
Compound::CHEBI_138213	CHEBI_138213	1	0	
Compound::CHEBI_82883	CHEBI_82883	1	0	
Compound::CHEBI_140087	CHEBI_140087	1	0	
Compound::CHEBI_147396	CHEBI_147396	1	0	
Compound::CHEBI_142750	CHEBI_142750	1	0	
Compound::CHEBI_71491	CHEBI_71491	1	0	
Compound::CHEBI_133362	CHEBI_133362	1	0	
Compound::CHEBI_75140	CHEBI_75140	1	0	
Compound::CHEBI_84649	CHEBI_84649	1	1	human metabolite
Compound::CHEBI_50348	CHEBI_50348	1	0	
Compound::CHEBI_85252	CHEBI_85252	1	0	
Compound::CHEBI_136707	CHEBI_136707	1	0	
Compound::CHEBI_57735	CHEBI_57735	1	0	
Compound::CHEBI_147395	CHEBI_147395	1	0	
Compound::CHEBI_84466	CHEBI_84466	1	0	
